filename,season,designer,colors,silhouette,garments,fabrics,patterns,aesthetic
Valentino-Spring-Summer-2023-Fashion63.webp,ss_2023,Valentino,"gold, beige, nude",minimalist shift dress with relaxed drape,"halter shift dress, platform heeled sandals, small clutch","silk, satin",none,modern minimalist luxury
Valentino-Spring-Summer-2023-Fashion34.webp,ss_2023,Valentino,"beige, tan, cream","oversized, draped, loose-fitting","textured coat, shorts","fringed material, cotton blend, linen",none,"avant-garde, minimalist, contemporary haute couture"
Valentino-Spring-Summer-2023-Fashion22.webp,ss_2023,Valentino,"beige, cream, taupe",oversized double-breasted suit with wide legs,"double-breasted blazer, wide-leg trousers, chain necklace, shoulder bag","wool, feathers, leather",none,androgynous luxury minimalism with avant-garde styling
Valentino-Spring-Summer-2023-Fashion75.webp,ss_2023,Valentino,"black, dark gray",A-line shift dress,"sleeveless lace dress, sunglasses, small handbag","lace, embellished fabric",intricate lace floral patterns,"high fashion, contemporary luxury, modern elegance"
Valentino-Spring-Summer-2023-Fashion59.webp,ss_2023,Valentino,"gold, champagne, silver","fitted, elongated wrap style","sequined wrap dress, sequined leggings","sequin, embellished knit",none,"glamorous, evening wear, high fashion"
Valentino-Spring-Summer-2023-Fashion18.webp,ss_2023,Valentino,"black, charcoal gray, dark gray","tailored, oversized blazer with wide lapels and cape-like sleeves","blazer with cape sleeves, trousers, sheer shirt, chain necklace, clutch","wool blend, silk, metal chain",none,"high fashion, avant-garde, contemporary luxury, androgynous, editorial"
Valentino-Spring-Summer-2023-Fashion80.webp,ss_2023,Valentino,"black, neutral, nude","asymmetrical, flowing, modern minimalist","long-sleeve crop top, asymmetrical skirt, ankle boots","crepe, jersey knit, patent leather",none,"contemporary minimalist, avant-garde, editorial haute couture"
Valentino-Spring-Summer-2023-Fashion38.webp,ss_2023,Valentino,black,"minimalist column, floor-length maxi","long-sleeve leather top, maxi skirt, extended gloves","leather, jersey knit",none,"modern minimalism, luxury avant-garde, sleek elegance"
Valentino-Spring-Summer-2023-Fashion79.webp,ss_2023,Valentino,black,"flowing, draped, minimalist","cropped top, high-waisted pants, cape","jersey, silk, crepe",none,"avant-garde, modern minimalism, high fashion"
Valentino-Spring-Summer-2023-Fashion02.webp,ss_2023,Valentino,"beige, cream, taupe",draped and flowing with cape overlay,"sleeveless top, wrap skirt, cape, platform heels, shoulder bag","silk crepe, chiffon, wool blend",none,"minimalist luxury, modern elegance, haute couture"
Valentino-Spring-Summer-2023-Fashion55.webp,ss_2023,Valentino,"black, nude, silver",A-line dress with tiered ruffle layers,"lace dress, structured handbag, embellished heels","lace, chiffon, sequined",lace overlay with geometric texturing,gothic elegance with modern minimalism
Valentino-Spring-Summer-2023-Fashion43.webp,ss_2023,Valentino,"black, nude, clear",minimalist shift dress,"long-sleeve shift dress, platform heels, sunglasses, black gloves, small clutch","crepe, leather, perspex",none,modern minimalist luxury
Valentino-Spring-Summer-2023-Fashion14.webp,ss_2023,Valentino,"beige, tan, camel",oversized tailored,"blazer, trousers, shirt, loafers","wool, cotton, linen",none,minimalist androgynous luxury
Valentino-Spring-Summer-2023-Fashion15.webp,ss_2023,Valentino,"black, neutral",oversized blazer with shorts,"oversized blazer, shorts, sheer socks, platform boots, clutch","wool, mesh, leather",none,contemporary androgynous luxury
Valentino-Spring-Summer-2023-Fashion42.webp,ss_2023,Valentino,"black, charcoal","Minimalist, flowing, asymmetrical","oversized black top, black mini skirt, black cape/shawl, black structured handbag, black ankle boots","wool, crepe, leather",none,"High fashion minimalism, sophisticated elegance, contemporary luxury"
Valentino-Spring-Summer-2023-Fashion54.webp,ss_2023,Valentino,"black, olive green, gold, nude","minimalist, tailored, high-waisted shorts with flowing blouse","oversized sheer blouse, black tailored shorts, sequined handbag, metallic heels","chiffon, wool, sequin, leather",none,"modern luxury, contemporary minimalism, high fashion runway"
Valentino-Spring-Summer-2023-Fashion03.webp,ss_2023,Valentino,"black, silver, metallic",minimalist shift dress with straight lines and relaxed fit,"sleeveless shift dress, platform heeled sandals, small structured handbag, cat-eye sunglasses","matte silk or crepe, metallic leather or patent, woven or quilted leather",none,modern minimalist luxury with androgynous appeal
Valentino-Spring-Summer-2023-Fashion78.webp,ss_2023,Valentino,"black, charcoal grey",flowing A-line with dramatic cape,"wrap dress, floor-length cape, platform sandals","crepe, pleated wool, metallic heel material",pleated panels,minimalist elegance with dramatic draping
Valentino-Spring-Summer-2023-Fashion39.webp,ss_2023,Valentino,"yellow, chartreuse, gold",flowing A-line with cape overlay,"pleated midi dress, cape, clutch","pleated silk, flowing chiffon",none,modern elegance with classical draping
Valentino-Spring-Summer-2023-Fashion19.webp,ss_2023,Valentino,"black, yellow, gold","fitted, tailored pantsuit with elongated proportions","long-sleeve button-up shirt, matching trousers, structured blazer, handbag","silk, cotton blend, structured weave",floral print with scattered yellow flowers on black background,"luxury high fashion, contemporary glamour, editorial avant-garde"
Valentino-Spring-Summer-2023-Fashion58.webp,ss_2023,Valentino,"black, deep blue, navy",contrast fitted top with voluminous pleated midi skirt,"long-sleeve black top, sequined pleated skirt, black ankle boots, chain necklace, hoop earrings","knit, sequined fabric, leather",sequin embellishment,modern elegant with evening glamour
Valentino-Spring-Summer-2023-Fashion74.webp,ss_2023,Valentino,"black, gold, neutral","A-line, relaxed fit with voluminous layered details","embellished coat, collared jacket, dress","lace, sequined material, textured knit, sheer overlay",geometric layered stripes with sequin detailing,"avant-garde evening wear, contemporary luxury, theatrical glamour"
Valentino-Spring-Summer-2023-Fashion23.webp,ss_2023,Valentino,"black, white","asymmetrical mini dress, fitted and streamlined","one-shoulder mini dress, cat-eye sunglasses, structured handbag","cotton blend, wool blend",none,"minimalist modern, high fashion, contemporary chic"
Valentino-Spring-Summer-2023-Fashion35.webp,ss_2023,Valentino,"black, brown, charcoal gray","Oversized, relaxed tailoring with dropped shoulders","Long black coat, Brown shirt, Black shorts, Black socks, Black platform shoes, Black handbag","Wool, Cotton, Leather",None,Contemporary minimalist streetwear with androgynous tailoring
Valentino-Spring-Summer-2023-Fashion62.webp,ss_2023,Valentino,"brown, chocolate, taupe","minimalist, deconstructed, asymmetrical","cropped shirt, wide-leg trousers, long cape/coat, small structured handbag","cotton, linen, structured cotton blend",none,"contemporary minimalism, avant-garde, editorial haute couture"
Valentino-Spring-Summer-2023-Fashion69.webp,ss_2023,Valentino,"red, cream, burgundy","straight, oversized, relaxed fit","long-sleeve shirt, trousers, structured handbag","cotton blend, geometric weave, structured material",geometric monogram print,"contemporary luxury, minimalist maximalism"
Valentino-Spring-Summer-2023-Fashion28.webp,ss_2023,Valentino,"red, tan, cream","relaxed, oversized, drop-waist","patterned shirt, shorts, shoulder bag, platform boots","cotton blend, leather",geometric monogram print,contemporary minimalist with luxury branding
Valentino-Spring-Summer-2023-Fashion04.webp,ss_2023,Valentino,"black, gold, silver",draped cape silhouette with asymmetrical neckline,"sequined cape dress, midi dress","sequined fabric, flowing chiffon",none,"haute couture, glamorous, evening wear, modern elegance"
Valentino-Spring-Summer-2023-Fashion53.webp,ss_2023,Valentino,"white, camel, black, green","off-shoulder with voluminous sleeves, A-line midi skirt","off-shoulder white shirt, camel A-line skirt, black platform sandals, chain necklace","cotton poplin, silk taffeta, leather",none,"modern minimalist with editorial edge, contemporary high fashion"
Valentino-Spring-Summer-2023-Fashion45.webp,ss_2023,Valentino,"black, charcoal, dark gray","oversized, relaxed, utilitarian","long-sleeved shirt dress, structured handbag, white sneakers","quilted cotton, textured weave, monogram canvas",monogram repeat pattern,"contemporary minimalist, high fashion streetwear"
Valentino-Spring-Summer-2023-Fashion12.webp,ss_2023,Valentino,"beige, green, gold",fitted and streamlined,"long-sleeve fitted top, sequined pants, clutch bag","jersey knit, sequined material",sequin embellishment,"modern luxury, minimalist elegance with glamorous details"
Valentino-Spring-Summer-2023-Fashion65.webp,ss_2023,Valentino,"black, charcoal",oversized blazer with shorts,"double-breasted blazer, shorts, sunglasses, platform shoes, clutch","wool, leather",pinstripe,contemporary minimalist power dressing
Valentino-Spring-Summer-2023-Fashion32.webp,ss_2023,Valentino,"black, brown, charcoal","tailored, androgynous, oversized blazer with fitted trousers","blazer, dress pants, sheer shirt, necklace, clutch","wool suiting, silk chiffon, leather",none,"contemporary menswear-inspired, minimalist luxury, gender-fluid fashion"
Valentino-Spring-Summer-2023-Fashion24.webp,ss_2023,Valentino,"beige, yellow, gold","minimalist, elongated, high-waisted","sleeveless top, maxi skirt, beaded necklace","cotton blend, silk, satin",none,"luxury minimalism, contemporary haute couture"
Valentino-Spring-Summer-2023-Fashion73.webp,ss_2023,Valentino,emerald green,A-line cape silhouette with draped volume,"sequined cape, midi dress","sequin, crepe or jersey",none,"high fashion, glamorous, elegant eveningwear"
Valentino-Spring-Summer-2023-Fashion08.webp,ss_2023,Valentino,"beige, red, metallic silver",fitted top with voluminous textured skirt,"sleeveless crew neck top, midi skirt, red clutch, statement necklace","jersey knit, sequined tulle, patent leather",none,"modern luxury, contemporary evening wear"
Valentino-Spring-Summer-2023-Fashion49.webp,ss_2023,Valentino,"red, coral",fitted bodycon midi dress with flowing cape overlay,"midi dress, cape, clutch bag","silk chiffon, stretchy jersey",none,"contemporary luxury, minimalist elegance, evening wear"
Valentino-Spring-Summer-2023-Fashion48.webp,ss_2023,Valentino,"red, white, cream",maxi dress with dramatic cape overlay,"long dress, cape, structured face mask","cotton, linen, printed fabric",geometric triangular print,"avant-garde, minimalist, conceptual"
Valentino-Spring-Summer-2023-Fashion09.webp,ss_2023,Valentino,red,A-line cape dress,"pleated mini dress, cape overlay, clutch bag, heeled boots","pleated fabric, chiffon, leather",none,modern minimalist elegance
Valentino-Spring-Summer-2023-Fashion72.webp,ss_2023,Valentino,"black, white, cream","tailored, minimalist, androgynous","white sleeveless top, black long-sleeve shirt, black shorts, black platform boots, brown clutch","cotton, wool blend, leather",none,"modern minimalist, high fashion, contemporary tailoring"
Valentino-Spring-Summer-2023-Fashion25.webp,ss_2023,Valentino,"black, silver, metallic","oversized, relaxed fit with tapered legs","sequined hoodie, sequined leggings, structured handbag, boots","sequin-embellished textile, knit, leather",all-over sequin embellishment,"luxury evening wear, glamorous high fashion, contemporary minimalism with maximalist embellishment"
Valentino-Spring-Summer-2023-Fashion33.webp,ss_2023,Valentino,"white, black",oversized shirt dress with flowing hem,"white button-up shirt dress, black textured clutch, black platform boots","cotton poplin, tweed or boucle, leather",none,"minimalist luxury, contemporary high fashion"
Valentino-Spring-Summer-2023-Fashion64.webp,ss_2023,Valentino,"yellow, brown, gold",oversized double-breasted coat dress,"coat dress, feathered scarf, structured handbag, sunglasses, heeled shoes","wool, feathers, leather, woven",none,"haute couture, maximalist luxury, contemporary high fashion"
Valentino-Spring-Summer-2023-Fashion13.webp,ss_2023,Valentino,"white, black",oversized cocoon with flowing cape,"oversized white shirt, black midi skirt, sunglasses","cotton, wool blend, acetate",none,minimalist modern elegance
Valentino-Spring-Summer-2023-Fashion44.webp,ss_2023,Valentino,"beige, cream, yellow, black",minimalist maxi dress with sleek column shape,"sleeveless maxi dress, small structured handbag, flat sandals","crepe, jersey knit",none,"luxury minimalism, contemporary elegance, modern sophistication"
Valentino-Spring-Summer-2023-Fashion52.webp,ss_2023,Valentino,"black, silver, charcoal","relaxed, oversized, straight","embellished coat, boots","beaded textile, leather",none,"haute couture, avant-garde, glamorous minimalism"
Valentino-Spring-Summer-2023-Fashion05.webp,ss_2023,Valentino,"beige, black, cream",oversized dramatic cape coat with flowing train,"patterned coat, cape, black gloves","wool blend, structured cotton, leather",geometric repeating triangle motif,"haute couture, avant-garde, theatrical elegance"
Valentino-Spring-Summer-2023-Fashion29.webp,ss_2023,Valentino,"camel, tan, neutral beige",oversized blazer dress,"double-breasted blazer dress, platform heels, mini handbag","wool blend, feathered trim, patent leather",none,luxury minimalism with maximalist details
Valentino-Spring-Summer-2023-Fashion68.webp,ss_2023,Valentino,"red, black","oversized, voluminous","ruffled shirt, tights, platform boots","tulle, cotton, synthetic",none,"avant-garde, editorial, high fashion"
